院校名称,省份,专业组名称,投档线,最低投档排名,,,,,,,,,,,,,,,
清华大学,北京,第503组,681,34,,,,,,,,,,,,,,,
清华大学,北京,第502组,680,40,,,,,,,,,,,,,,,
北京大学,北京,第501组,680,37,,,,,,,,,,,,,,,
上海交通大学,上海,第501组,679,48,,,,,,,,,,,,,,,
上海交通大学,上海,第502组,665,273,,,,,,,,,,,,,,,
复旦大学,上海,第502组(相辉学堂),676,70,,,,,,,,,,,,,,,
复旦大学,上海,第501组,665,256,,,,,,,,,,,,,,,
复旦大学,上海,第503组,663,328,,,,,,,,,,,,,,,
上海交通大学医学院,上海,第501组(临床八年),674,103,,,,,,,,,,,,,,,
上海交通大学医学院,上海,第502组,658,497,,,,,,,,,,,,,,,
上海交通大学医学院,上海,第503组(护理类),602,10149,,,,,,,,,,,,,,,
复旦大学医学院,上海,第501组,671,143,,,,,,,,,,,,,,,
中国科学技术大学,安徽,第501组,664,293,,,,,,,,,,,,,,,
中国科学技术大学,安徽,第502组,659,475,,,,,,,,,,,,,,,
浙江大学,浙江,第501组,662,338,,,,,,,,,,,,,,,
浙江大学,浙江,第502组,632,2917,,,,,,,,,,,,,,,
浙江大学,浙江,第503组,627,3765,,,,,,,,,,,,,,,
北京大学医学部,北京,第501组,662,362,,,,,,,,,,,,,,,
南京大学,江苏,第502组,657,521,,,,,,,,,,,,,,,
南京大学,江苏,第501组,656,599,,,,,,,,,,,,,,,
中国人民大学,北京,第503组,655,620,,,,,,,,,,,,,,,
中国人民大学,北京,第502组,647,1149,,,,,,,,,,,,,,,
哈尔滨工业大学,黑龙江,第503组,654,689,,,,,,,,,,,,,,,
哈尔滨工业大学,黑龙江,第504组,620,5207,,,,,,,,,,,,,,,
哈尔滨工业大学,黑龙江,第502组,615,6494,,,,,,,,,,,,,,,
哈尔滨工业大学,黑龙江,第505组,614,6620,,,,,,,,,,,,,,,
哈尔滨工业大学,黑龙江,第501组,606,9023,,,,,,,,,,,,,,,
北京理工大学,北京,第501组(珠海校区),654,705,,,,,,,,,,,,,,,
北京理工大学,北京,第502组,649,969,,,,,,,,,,,,,,,
北京理工大学,北京,第503组,606,8996,,,,,,,,,,,,,,,
北京航空航天大学,北京,第501组,653,764,,,,,,,,,,,,,,,
北京航空航天大学,北京,"第502组(中外合作办学 )",631,3186,,,,,,,,,,,,,,,
中南大学,湖南,第504组,653,767,,,,,,,,,,,,,,,
中南大学,湖南,第503组,624,4420,,,,,,,,,,,,,,,
中南大学,湖南,第501组,617,6023,,,,,,,,,,,,,,,
中南大学,湖南,第502组,610,7841,,,,,,,,,,,,,,,
"哈尔滨工业大学(深圳)",广东,第501组,652,808,,,,,,,,,,,,,,,
"哈尔滨工业大学(深圳)",广东,第502组,631,3161,,,,,,,,,,,,,,,
东南大学,江苏,第501组,646,1238,,,,,,,,,,,,,,,
东南大学,江苏,第501组,621,4916,,,,,,,,,,,,,,,
浙江大学医学院,浙江,第501组,646,1245,,,,,,,,,,,,,,,
浙江大学医学院,浙江,第502组,627,3820,,,,,,,,,,,,,,,
西安交通大学,陕西,第502组,645,1363,,,,,,,,,,,,,,,
西安交通大学,陕西,第504组,627,3810,,,,,,,,,,,,,,,
西安交通大学,陕西,第501组,626,4039,,,,,,,,,,,,,,,
西安交通大学,陕西,第503组(医学组),622,4881,,,,,,,,,,,,,,,
武汉大学,湖北,第504组,643,1494,,,,,,,,,,,,,,,
武汉大学,湖北,第505组,640,1821,,,,,,,,,,,,,,,
武汉大学,湖北,第506组,636,2400,,,,,,,,,,,,,,,
武汉大学,湖北,第501组,633,2861,,,,,,,,,,,,,,,
武汉大学,湖北,第502组,615,6516,,,,,,,,,,,,,,,
武汉大学,湖北,第503组,593,13848,,,,,,,,,,,,,,,
同济大学,上海,第501组,641,1793,,,,,,,,,,,,,,,
同济大学,上海,第502组,639,1951,,,,,,,,,,,,,,,
同济大学,上海,第503组,637,2182,,,,,,,,,,,,,,,
同济大学,上海,第504组,636,2312,,,,,,,,,,,,,,,
四川大学,四川,第503组,640,1866,,,,,,,,,,,,,,,
四川大学,四川,第502组,622,4861,,,,,,,,,,,,,,,
四川大学,四川,第501组,616,6262,,,,,,,,,,,,,,,
四川大学,四川,第504组,587,16407,,,,,,,,,,,,,,,
北京邮电大学,北京,第501组,639,2010,,,,,,,,,,,,,,,
北京邮电大学,北京,第502组,629,3468,,,,,,,,,,,,,,,
天津医科大学,天津,第503组,638,2146,,,,,,,,,,,,,,,
天津医科大学,天津,第505组,625,4055,,,,,,,,,,,,,,,
天津医科大学,天津,第507组,618,5662,,,,,,,,,,,,,,,
天津医科大学,天津,第506组,609,7943,,,,,,,,,,,,,,,
天津医科大学,天津,第501组,609,8056,,,,,,,,,,,,,,,
天津医科大学,天津,第504组,605,9368,,,,,,,,,,,,,,,
天津医科大学,天津,第508组,602,10299,,,,,,,,,,,,,,,
天津医科大学,天津,第502组,601,10691,,,,,,,,,,,,,,,
中山大学,广东,第502组,636,2380,,,,,,,,,,,,,,,
中山大学,广东,第501组,628,3603,,,,,,,,,,,,,,,
华中科技大学,湖北,第501组,636,2385,,,,,,,,,,,,,,,
华中科技大学,湖北,第502组,633,2851,,,,,,,,,,,,,,,
华中科技大学,湖北,第504组,622,4827,,,,,,,,,,,,,,,
华中科技大学,湖北,第503组,615,6402,,,,,,,,,,,,,,,
西北工业大学,陕西,第501组,636,2399,,,,,,,,,,,,,,,
西北工业大学,陕西,第502组,607,8540,,,,,,,,,,,,,,,
电子科技大学,四川,第501组,635,2472,,,,,,,,,,,,,,,
国防科技大学,湖南,第501组,635,2519,,,,,,,,,,,,,,,
南开大学,天津,第502组,635,2525,,,,,,,,,,,,,,,
南开大学,天津,第501组,634,2647,,,,,,,,,,,,,,,
"中国人民大学(苏州校区)",江苏,第502组,634,2628,,,,,,,,,,,,,,,
"中国人民大学(苏州校区)",江苏,第501组,631,3200,,,,,,,,,,,,,,,
"电子科技大学(沙河校区)",四川,第501组,633,2747,,,,,,,,,,,,,,,
"电子科技大学(沙河校区)",四川,第502组,616,6118,,,,,,,,,,,,,,,
"电子科技大学(沙河校区)",四川,第503组,614,6708,,,,,,,,,,,,,,,
山东大学,山东,第504组,633,2790,,,,,,,,,,,,,,,
山东大学,山东,第502组,617,5956,,,,,,,,,,,,,,,
山东大学,山东,第501组,613,6799,,,,,,,,,,,,,,,
山东大学,山东,第503组,612,7324,,,,,,,,,,,,,,,
山东大学,山东,第505组,582,18833,,,,,,,,,,,,,,,
"哈尔滨工业大学(威海)",山东,第501组,633,2826,,,,,,,,,,,,,,,
"哈尔滨工业大学(威海)",山东,第502组,620,5165,,,,,,,,,,,,,,,
苏州大学,江苏,第502组,631,3075,,,,,,,,,,,,,,,
苏州大学,江苏,第503组,610,7688,,,,,,,,,,,,,,,
苏州大学,江苏,第501组,589,15590,,,,,,,,,,,,,,,
华东师范大学,上海,第503组,629,3382,,,,,,,,,,,,,,,
华东师范大学,上海,第504组,619,5445,,,,,,,,,,,,,,,
吉林大学,吉林,第503组,629,3408,,,,,,,,,,,,,,,
吉林大学,吉林,第511组,628,3659,,,,,,,,,,,,,,,
吉林大学,吉林,第510组,627,3756,,,,,,,,,,,,,,,
吉林大学,吉林,第507组,623,4628,,,,,,,,,,,,,,,
吉林大学,吉林,第506组,617,5856,,,,,,,,,,,,,,,
吉林大学,吉林,第505组,615,6296,,,,,,,,,,,,,,,
吉林大学,吉林,第502组,612,7180,,,,,,,,,,,,,,,
吉林大学,吉林,第504组,607,8702,,,,,,,,,,,,,,,
北京交通大学,北京,第502组,628,3577,,,,,,,,,,,,,,,
北京交通大学,北京,第503组,626,4042,,,,,,,,,,,,,,,
北京交通大学,北京,第504组,618,5733,,,,,,,,,,,,,,,
北京交通大学,北京,第501组,590,14868,,,,,,,,,,,,,,,
大连理工大学,辽宁,第501组,628,3669,,,,,,,,,,,,,,,
大连理工大学,辽宁,第502组,612,7129,,,,,,,,,,,,,,,
北京师范大学,北京,第503组,628,3700,,,,,,,,,,,,,,,
北京师范大学,北京,第501组,623,4494,,,,,,,,,,,,,,,
北京师范大学,北京,第504组,621,4954,,,,,,,,,,,,,,,
天津大学,天津,第501组,627,3741,,,,,,,,,,,,,,,
厦门大学,福建,第503组,627,3751,,,,,,,,,,,,,,,
厦门大学,福建,第501组,616,6091,,,,,,,,,,,,,,,
厦门大学,福建,第507组,596,12613,,,,,,,,,,,,,,,
厦门大学,福建,第504组,593,13769,,,,,,,,,,,,,,,
陆军军医大学,重庆,第502组,625,4237,,,,,,,,,,,,,,,
陆军军医大学,重庆,第501组,613,6927,,,,,,,,,,,,,,,
陆军军医大学,重庆,第503组,606,9014,,,,,,,,,,,,,,,
陆军军医大学,重庆,第504组,606,9097,,,,,,,,,,,,,,,
陆军军医大学,重庆,第507组,594,13328,,,,,,,,,,,,,,,
陆军军医大学,重庆,第506组,585,17248,,,,,,,,,,,,,,,
陆军军医大学,重庆,第505组,585,17414,,,,,,,,,,,,,,,
上海财经大学,上海,第502组,623,4487,,,,,,,,,,,,,,,
上海财经大学,上海,第501组,615,6342,,,,,,,,,,,,,,,
首都医科大学,北京,第501组,623,4506,,,,,,,,,,,,,,,
首都医科大学,北京,第502组,600,10854,,,,,,,,,,,,,,,
西安电子科技大学,陕西,第502组,623,4582,,,,,,,,,,,,,,,
西安电子科技大学,陕西,第501组,617,5863,,,,,,,,,,,,,,,
哈尔滨工程大学,黑龙江,第501组,622,4709,,,,,,,,,,,,,,,
哈尔滨工程大学,黑龙江,第503组,620,5189,,,,,,,,,,,,,,,
哈尔滨工程大学,黑龙江,第502组,620,5265,,,,,,,,,,,,,,,
哈尔滨工程大学,黑龙江,第504组,612,7156,,,,,,,,,,,,,,,
哈尔滨工程大学,黑龙江,第505组,602,10342,,,,,,,,,,,,,,,
武汉理工大学,湖北,第503组,622,4723,,,,,,,,,,,,,,,
武汉理工大学,湖北,第504组,620,5279,,,,,,,,,,,,,,,
武汉理工大学,湖北,第505组,604,9486,,,,,,,,,,,,,,,
武汉理工大学,湖北,第506组,601,10788,,,,,,,,,,,,,,,
武汉理工大学,湖北,第502组,591,14702,,,,,,,,,,,,,,,
华南理工大学,广东,第502组,622,4725,,,,,,,,,,,,,,,
华南理工大学,广东,第501组,616,6229,,,,,,,,,,,,,,,
中国政法大学,北京,第501组,620,5220,,,,,,,,,,,,,,,
南京医科大学,江苏,第502组,620,5254,,,,,,,,,,,,,,,
南京医科大学,江苏,第503组,574,22997,,,,,,,,,,,,,,,
南京医科大学,江苏,第501组,571,24904,,,,,,,,,,,,,,,
重庆大学,重庆,第502组,620,5304,,,,,,,,,,,,,,,
重庆大学,重庆,第501组,617,5837,,,,,,,,,,,,,,,
重庆大学,重庆,"第503组(中外合作办学)",609,8148,,,,,,,,,,,,,,,
湖南大学,湖南,第502组,619,5589,,,,,,,,,,,,,,,
湖南大学,湖南,第501组,605,9331,,,,,,,,,,,,,,,
中央财经大学,北京,第503组,619,5590,,,,,,,,,,,,,,,
中央财经大学,北京,第501组,614,6679,,,,,,,,,,,,,,,
中央财经大学,北京,第502组,596,12297,,,,,,,,,,,,,,,
东北大学,辽宁,第502组,618,5659,,,,,,,,,,,,,,,
东北大学,辽宁,第501组,610,7731,,,,,,,,,,,,,,,
暨南大学,广东,第504组,618,5697,,,,,,,,,,,,,,,
暨南大学,广东,第503组,607,8610,,,,,,,,,,,,,,,
暨南大学,广东,第501组,598,11550,,,,,,,,,,,,,,,
暨南大学,广东,第505组,592,14018,,,,,,,,,,,,,,,
暨南大学,广东,第502组,586,17047,,,,,,,,,,,,,,,
南京航空航天大学,江苏,第501组,617,5977,,,,,,,,,,,,,,,
南京航空航天大学,江苏,第502组,606,9063,,,,,,,,,,,,,,,
山东大学威海分校,山东,第502组,616,6273,,,,,,,,,,,,,,,
山东大学威海分校,山东,第501组,608,8208,,,,,,,,,,,,,,,
中国农业大学,北京,第503组,615,6295,,,,,,,,,,,,,,,
中国农业大学,北京,第501组,613,7041,,,,,,,,,,,,,,,
中国农业大学,北京,第504组,589,15269,,,,,,,,,,,,,,,
中国农业大学,北京,第502组,583,18107,,,,,,,,,,,,,,,
对外经济贸易大学,北京,第502组,615,6313,,,,,,,,,,,,,,,
对外经济贸易大学,北京,第501组,610,7751,,,,,,,,,,,,,,,
空军军医大学,陕西,第501组,615,6336,,,,,,,,,,,,,,,
空军军医大学,陕西,第502组,597,12213,,,,,,,,,,,,,,,
北京科技大学,北京,第501组,615,6511,,,,,,,,,,,,,,,
北京科技大学,北京,第503组,613,6957,,,,,,,,,,,,,,,
北京科技大学,北京,第502组,613,6981,,,,,,,,,,,,,,,
南京理工大学,江苏,第501组,614,6656,,,,,,,,,,,,,,,
南京理工大学,江苏,第502组,599,11514,,,,,,,,,,,,,,,
江南大学,江苏,第50F组,612,7246,,,,,,,,,,,,,,,
江南大学,江苏,第509组,611,7523,,,,,,,,,,,,,,,
江南大学,江苏,第503组,610,7700,,,,,,,,,,,,,,,
江南大学,江苏,第506组,610,7838,,,,,,,,,,,,,,,
江南大学,江苏,第50D组,610,7875,,,,,,,,,,,,,,,
江南大学,江苏,第50C组,608,8298,,,,,,,,,,,,,,,
江南大学,江苏,第50A组,608,8394,,,,,,,,,,,,,,,
江南大学,江苏,第50E组,608,8447,,,,,,,,,,,,,,,
江南大学,江苏,第505组,606,8918,,,,,,,,,,,,,,,
江南大学,江苏,第50B组,603,10013,,,,,,,,,,,,,,,
江南大学,江苏,第501组,602,10201,,,,,,,,,,,,,,,
江南大学,江苏,第508组,601,10615,,,,,,,,,,,,,,,
江南大学,江苏,第504组,600,10883,,,,,,,,,,,,,,,
江南大学,江苏,第507组,594,13092,,,,,,,,,,,,,,,
江南大学,江苏,第502组,590,15173,,,,,,,,,,,,,,,
"北京邮电大学(宏福校区)",北京,第501组,612,7253,,,,,,,,,,,,,,,
"北京邮电大学(宏福校区)",北京,第502组,602,10192,,,,,,,,,,,,,,,
大连医科大学,辽宁,第502组,612,7287,,,,,,,,,,,,,,,
大连医科大学,辽宁,第503组,576,22000,,,,,,,,,,,,,,,
大连医科大学,辽宁,第501组,569,26005,,,,,,,,,,,,,,,
大连医科大学,辽宁,第504组,557,33844,,,,,,,,,,,,,,,
大连医科大学,辽宁,第505组,554,35917,,,,,,,,,,,,,,,
大连医科大学,辽宁,第506组,524,61025,,,,,,,,,,,,,,,
北京外国语大学,北京,第503组,611,7455,,,,,,,,,,,,,,,
北京外国语大学,北京,第502组,604,9599,,,,,,,,,,,,,,,
华北电力大学(北京),北京,第502组,611,7603,,,,,,,,,,,,,,,
华北电力大学(北京),北京,第501组,589,15276,,,,,,,,,,,,,,,
中国海洋大学,山东,第502组,610,7698,,,,,,,,,,,,,,,
中国海洋大学,山东,第503组,605,9291,,,,,,,,,,,,,,,
中国海洋大学,山东,第501组,604,9617,,,,,,,,,,,,,,,
中国海洋大学,山东,第506组,604,9634,,,,,,,,,,,,,,,
中国海洋大学,山东,第505组,594,13201,,,,,,,,,,,,,,,
中国海洋大学,山东,第504组,594,13354,,,,,,,,,,,,,,,
深圳大学,广东,第503组,610,7759,,,,,,,,,,,,,,,
深圳大学,广东,第501组,598,11798,,,,,,,,,,,,,,,
深圳大学,广东,第502组,588,15830,,,,,,,,,,,,,,,
兰州大学,甘肃,第502组,610,7760,,,,,,,,,,,,,,,
兰州大学,甘肃,第503组,605,9150,,,,,,,,,,,,,,,
兰州大学,甘肃,第501组,604,9692,,,,,,,,,,,,,,,
东北大学秦皇岛分校,河北,第502组,610,7827,,,,,,,,,,,,,,,
东北大学秦皇岛分校,河北,第501组,597,12066,,,,,,,,,,,,,,,
华南师范大学,广东,第505组,607,8484,,,,,,,,,,,,,,,
华南师范大学,广东,第502组,596,12374,,,,,,,,,,,,,,,
华南师范大学,广东,第501组,581,19182,,,,,,,,,,,,,,,
南京中医药大学,江苏,第501组,607,8613,,,,,,,,,,,,,,,
上海大学,上海,第503组,607,8688,,,,,,,,,,,,,,,
上海大学,上海,第501组,606,9003,,,,,,,,,,,,,,,
上海大学,上海,第504组,591,14639,,,,,,,,,,,,,,,
上海大学,上海,第502组,590,14879,,,,,,,,,,,,,,,
西南财经大学,四川,第503组,607,8709,,,,,,,,,,,,,,,
西南财经大学,四川,第501组,594,13449,,,,,,,,,,,,,,,
合肥工业大学,安徽,第503组,607,8717,,,,,,,,,,,,,,,
合肥工业大学,安徽,第501组,595,12711,,,,,,,,,,,,,,,
合肥工业大学,安徽,第502组,579,20028,,,,,,,,,,,,,,,
北京化工大学,北京,第502组,607,8731,,,,,,,,,,,,,,,
北京化工大学,北京,第501组,601,10776,,,,,,,,,,,,,,,
北京化工大学,北京,第503组,588,16011,,,,,,,,,,,,,,,
华东理工大学,上海,第502组,606,8829,,,,,,,,,,,,,,,
华东理工大学,上海,第501组,606,8831,,,,,,,,,,,,,,,
中国传媒大学,北京,第503组,606,9013,,,,,,,,,,,,,,,
中国传媒大学,北京,第502组,595,13011,,,,,,,,,,,,,,,
中国传媒大学,北京,第504组,576,21978,,,,,,,,,,,,,,,
南京邮电大学,江苏,第501组,606,9027,,,,,,,,,,,,,,,
中央民族大学,北京,第502组,605,9223,,,,,,,,,,,,,,,
中央民族大学,北京,第501组,602,10387,,,,,,,,,,,,,,,
中央民族大学,北京,第503组,597,12162,,,,,,,,,,,,,,,
南昌大学,江西,第504组,605,9387,,,,,,,,,,,,,,,
南昌大学,江西,第503组(中外合作),590,14932,,,,,,,,,,,,,,,
南昌大学,江西,第502组,581,19135,,,,,,,,,,,,,,,
南昌大学,江西,第501组,569,26129,,,,,,,,,,,,,,,
南昌大学,江西,第505组,563,29989,,,,,,,,,,,,,,,
东华大学,上海,第502组,604,9501,,,,,,,,,,,,,,,
东华大学,上海,第501组,593,13840,,,,,,,,,,,,,,,
西北大学,陕西,第505组,604,9605,,,,,,,,,,,,,,,
西北大学,陕西,第503组,592,14157,,,,,,,,,,,,,,,
西北大学,陕西,第501组,585,17484,,,,,,,,,,,,,,,
上海外国语大学,上海,第502组,604,9716,,,,,,,,,,,,,,,
"大连理工大学(盘锦校区)",辽宁,第502组,604,9741,,,,,,,,,,,,,,,
"大连理工大学(盘锦校区)",辽宁,第501组,602,10138,,,,,,,,,,,,,,,
华中师范大学,湖北,第507组,603,9793,,,,,,,,,,,,,,,
华中师范大学,湖北,第508组,600,10885,,,,,,,,,,,,,,,
华中师范大学,湖北,第506组,580,19755,,,,,,,,,,,,,,,
中南财经政法大学,湖北,第504组,603,9839,,,,,,,,,,,,,,,
中南财经政法大学,湖北,第502组,600,11112,,,,,,,,,,,,,,,
中南财经政法大学,湖北,第503组,523,61676,,,,,,,,,,,,,,,
华北电力大学(保定),河北,第502组,603,9906,,,,,,,,,,,,,,,
华北电力大学(保定),河北,第501组,588,15756,,,,,,,,,,,,,,,
西北农林科技大学,陕西,第503组,603,9968,,,,,,,,,,,,,,,
西北农林科技大学,陕西,第502组,596,12608,,,,,,,,,,,,,,,
西北农林科技大学,陕西,第501组,594,13205,,,,,,,,,,,,,,,
华东政法大学,上海,第503组,602,10100,,,,,,,,,,,,,,,
华东政法大学,上海,第502组,595,12982,,,,,,,,,,,,,,,
中国社会科学院大学,北京,第501组,602,10172,,,,,,,,,,,,,,,
北京工业大学,北京,第501组,602,10181,,,,,,,,,,,,,,,
北京工业大学,北京,第502组,601,10493,,,,,,,,,,,,,,,
河海大学,江苏,第501组,602,10227,,,,,,,,,,,,,,,
河海大学,江苏,第502组,599,11525,,,,,,,,,,,,,,,
河海大学,江苏,第503组,582,18520,,,,,,,,,,,,,,,
重庆医科大学,重庆,"第502组(临床医学类)",602,10410,,,,,,,,,,,,,,,
重庆医科大学,重庆,第501组,586,16688,,,,,,,,,,,,,,,
重庆医科大学,重庆,第503组(医学类),573,23901,,,,,,,,,,,,,,,
重庆医科大学,重庆,第505组(护理类),564,29113,,,,,,,,,,,,,,,
重庆医科大学,重庆,第504组,559,32064,,,,,,,,,,,,,,,
福州大学,福建,第504组,601,10531,,,,,,,,,,,,,,,
福州大学,福建,第503组,594,13081,,,,,,,,,,,,,,,
福州大学,福建,第502组,579,20002,,,,,,,,,,,,,,,
福州大学,福建,第501组,579,20187,,,,,,,,,,,,,,,
安徽大学,安徽,第502组,601,10575,,,,,,,,,,,,,,,
安徽大学,安徽,第501组,587,16249,,,,,,,,,,,,,,,
杭州电子科技大学,浙江,第503组,601,10594,,,,,,,,,,,,,,,
杭州电子科技大学,浙江,第501组,589,15314,,,,,,,,,,,,,,,
杭州电子科技大学,浙江,第502组,561,30787,,,,,,,,,,,,,,,
中国地质大学(武汉),湖北,第502组,601,10627,,,,,,,,,,,,,,,
中国地质大学(武汉),湖北,第503组,598,11840,,,,,,,,,,,,,,,
中国地质大学(武汉),湖北,第501组,585,17301,,,,,,,,,,,,,,,
中国地质大学(武汉),湖北,第504组,565,28550,,,,,,,,,,,,,,,
西南交通大学,四川,第501组,600,10856,,,,,,,,,,,,,,,
西南交通大学,四川,第502组,582,18683,,,,,,,,,,,,,,,
西南交通大学,四川,第503组,572,24474,,,,,,,,,,,,,,,
中国石油大学(北京),北京,第502组,600,11020,,,,,,,,,,,,,,,
中国石油大学(北京),北京,第501组,592,14067,,,,,,,,,,,,,,,
西南大学,重庆,第50A组,600,11030,,,,,,,,,,,,,,,
西南大学,重庆,第50C组,597,12144,,,,,,,,,,,,,,,
西南大学,重庆,第509组,593,13878,,,,,,,,,,,,,,,
西南大学,重庆,第508组,586,16668,,,,,,,,,,,,,,,
西南大学,重庆,第50B组,581,19212,,,,,,,,,,,,,,,
北京协和医学院,北京,第501组,598,11732,,,,,,,,,,,,,,,
南京师范大学,江苏,第502组,598,11735,,,,,,,,,,,,,,,
南京师范大学,江苏,第503组,598,11903,,,,,,,,,,,,,,,
南京师范大学,江苏,第501组,588,15818,,,,,,,,,,,,,,,
北京林业大学,北京,第504组,598,11874,,,,,,,,,,,,,,,
北京林业大学,北京,第508组,589,15553,,,,,,,,,,,,,,,
北京林业大学,北京,第502组,586,17056,,,,,,,,,,,,,,,
北京林业大学,北京,第505组,585,17099,,,,,,,,,,,,,,,
北京林业大学,北京,第501组,585,17213,,,,,,,,,,,,,,,
北京林业大学,北京,第506组,585,17341,,,,,,,,,,,,,,,
北京林业大学,北京,第507组,584,17910,,,,,,,,,,,,,,,
中国矿业大学,江苏,第502组,597,11963,,,,,,,,,,,,,,,
中国矿业大学,江苏,第501组,592,14289,,,,,,,,,,,,,,,
中国矿业大学,江苏,第503组,571,24537,,,,,,,,,,,,,,,
东北师范大学,吉林,第504组,597,12133,,,,,,,,,,,,,,,
东北师范大学,吉林,第503组,574,23282,,,,,,,,,,,,,,,
西南政法大学,重庆,第502组,596,12559,,,,,,,,,,,,,,,
河北工业大学,河北,第502组,595,12809,,,,,,,,,,,,,,,
河北工业大学,河北,第501组,566,27884,,,,,,,,,,,,,,,
首都师范大学,北京,第501组,594,13084,,,,,,,,,,,,,,,
昆明医科大学,云南,第504组,594,13144,,,,,,,,,,,,,,,
昆明医科大学,云南,第501组,589,15523,,,,,,,,,,,,,,,
昆明医科大学,云南,第502组,589,15666,,,,,,,,,,,,,,,
昆明医科大学,云南,第503组,587,16546,,,,,,,,,,,,,,,
昆明医科大学,云南,第507组,577,21143,,,,,,,,,,,,,,,
昆明医科大学,云南,第508组,572,24355,,,,,,,,,,,,,,,
昆明医科大学,云南,第509组,568,26837,,,,,,,,,,,,,,,
昆明医科大学,云南,第505组,567,27124,,,,,,,,,,,,,,,
昆明医科大学,云南,第506组,567,27324,,,,,,,,,,,,,,,
昆明医科大学,云南,第50A组,487,102919,,,,,,,,,,,,,,,
中国药科大学,江苏,第501组,594,13160,,,,,,,,,,,,,,,
中国药科大学,江苏,第502组,594,13372,,,,,,,,,,,,,,,
中国药科大学,江苏,第503组,592,14062,,,,,,,,,,,,,,,
中国石油大学(华东),山东,第503组,594,13251,,,,,,,,,,,,,,,
中国石油大学(华东),山东,第501组,592,14238,,,,,,,,,,,,,,,
中国石油大学(华东),山东,第502组,559,32209,,,,,,,,,,,,,,,
深圳技术大学,广东,第502组,594,13262,,,,,,,,,,,,,,,
深圳技术大学,广东,第501组,584,17576,,,,,,,,,,,,,,,
"合肥工业大学(宣城校区)",安徽,第501组,594,13408,,,,,,,,,,,,,,,
南京信息工程大学,江苏,第502组,593,13505,,,,,,,,,,,,,,,
浙江工业大学,浙江,第504组,593,13702,,,,,,,,,,,,,,,
浙江工业大学,浙江,第501组,587,16522,,,,,,,,,,,,,,,
浙江工业大学,浙江,第503组,584,17844,,,,,,,,,,,,,,,
浙江工业大学,浙江,第502组,551,38084,,,,,,,,,,,,,,,
浙江工业大学,浙江,第505组,533,52634,,,,,,,,,,,,,,,
贵州大学,贵州,第503组,593,13743,,,,,,,,,,,,,,,
贵州大学,贵州,第505组,577,21207,,,,,,,,,,,,,,,
贵州大学,贵州,第501组,576,21778,,,,,,,,,,,,,,,
贵州大学,贵州,第504组,575,22737,,,,,,,,,,,,,,,
贵州大学,贵州,第507组,575,22744,,,,,,,,,,,,,,,
贵州大学,贵州,第502组,566,27556,,,,,,,,,,,,,,,
贵州大学,贵州,第506组,563,29414,,,,,,,,,,,,,,,
贵州大学,贵州,第508组,551,37814,,,,,,,,,,,,,,,
贵州大学,贵州,第509组,542,45116,,,,,,,,,,,,,,,
中国矿业大学(北京),北京,第502组,593,13745,,,,,,,,,,,,,,,
中国矿业大学(北京),北京,"第501组(工商管理类)",585,17250,,,,,,,,,,,,,,,
华中农业大学,湖北,第501组,593,13818,,,,,,,,,,,,,,,
华中农业大学,湖北,第503组,591,14505,,,,,,,,,,,,,,,
华中农业大学,湖北,第502组,582,18948,,,,,,,,,,,,,,,
大连海事大学,辽宁,第503组,593,13925,,,,,,,,,,,,,,,
大连海事大学,辽宁,第502组,580,19779,,,,,,,,,,,,,,,
"北京交通大学(威海校区)",山东,第502组,592,13960,,,,,,,,,,,,,,,
"北京交通大学(威海校区)",山东,第501组,583,18418,,,,,,,,,,,,,,,
温州医科大学,浙江,第503组,592,13986,,,,,,,,,,,,,,,
温州医科大学,浙江,第504组,565,28148,,,,,,,,,,,,,,,
温州医科大学,浙江,第501组,560,31790,,,,,,,,,,,,,,,
温州医科大学,浙江,第502组,542,45215,,,,,,,,,,,,,,,
温州医科大学,浙江,第505组,539,47120,,,,,,,,,,,,,,,
哈尔滨医科大学,黑龙江,第505组,592,14070,,,,,,,,,,,,,,,
哈尔滨医科大学,黑龙江,第502组,590,15087,,,,,,,,,,,,,,,
哈尔滨医科大学,黑龙江,第507组,575,22233,,,,,,,,,,,,,,,
哈尔滨医科大学,黑龙江,第508组,563,29368,,,,,,,,,,,,,,,
哈尔滨医科大学,黑龙江,第506组,559,32642,,,,,,,,,,,,,,,
哈尔滨医科大学,黑龙江,第509组,516,69473,,,,,,,,,,,,,,,
哈尔滨医科大学,黑龙江,第503组,513,72925,,,,,,,,,,,,,,,
哈尔滨医科大学,黑龙江,第501组,510,75862,,,,,,,,,,,,,,,
哈尔滨医科大学,黑龙江,第504组,501,85510,,,,,,,,,,,,,,,
中央美术学院,北京,第501组,592,14321,,,,,,,,,,,,,,,
重庆邮电大学,重庆,第501组,592,14356,,,,,,,,,,,,,,,
重庆邮电大学,重庆,第502组,585,17175,,,,,,,,,,,,,,,
中国医科大学,辽宁,第501组,591,14378,,,,,,,,,,,,,,,
中国医科大学,辽宁,第502组,555,35361,,,,,,,,,,,,,,,
陕西师范大学,陕西,第506组,591,14442,,,,,,,,,,,,,,,
陕西师范大学,陕西,第508组,589,15580,,,,,,,,,,,,,,,
陕西师范大学,陕西,第507组,585,17358,,,,,,,,,,,,,,,
陕西师范大学,陕西,第505组,585,17442,,,,,,,,,,,,,,,
