院校名称,省份,专业组名称,投档线,最低投档排名,,,,,,,,,,,,,,,
台州学院,浙江,第502组,521,63902,,,,,,,,,,,,,,,
台州学院,浙江,第501组,517,68408,,,,,,,,,,,,,,,
湘南学院,湖南,第502组,521,63978,,,,,,,,,,,,,,,
湘南学院,湖南,第503组,521,64503,,,,,,,,,,,,,,,
湘南学院,湖南,第501组,512,73909,,,,,,,,,,,,,,,
上海杉达学院,上海,第502组,521,63988,,,,,,,,,,,,,,,
上海杉达学院,上海,第504组,489,100062,,,,,,,,,,,,,,,
上海杉达学院,上海,第501组,478,114152,,,,,,,,,,,,,,,
岭南师范学院,广东,第509组,521,63993,,,,,,,,,,,,,,,
岭南师范学院,广东,第502组,512,73135,,,,,,,,,,,,,,,
岭南师范学院,广东,第504组,509,76306,,,,,,,,,,,,,,,
岭南师范学院,广东,第503组,505,81133,,,,,,,,,,,,,,,
岭南师范学院,广东,第501组,505,81262,,,,,,,,,,,,,,,
岭南师范学院,广东,第505组,504,82708,,,,,,,,,,,,,,,
岭南师范学院,广东,第508组,492,96175,,,,,,,,,,,,,,,
辽宁科技大学,辽宁,第502组,521,64017,,,,,,,,,,,,,,,
辽宁科技大学,辽宁,第501组,511,74302,,,,,,,,,,,,,,,
贵州民族大学,贵州,第502组,521,64078,,,,,,,,,,,,,,,
贵州民族大学,贵州,第506组,516,68870,,,,,,,,,,,,,,,
贵州民族大学,贵州,第503组,511,74022,,,,,,,,,,,,,,,
贵州民族大学,贵州,第507组,507,78467,,,,,,,,,,,,,,,
贵州民族大学,贵州,第505组,506,80140,,,,,,,,,,,,,,,
贵州民族大学,贵州,第504组,505,80957,,,,,,,,,,,,,,,
贵州民族大学,贵州,第508组,498,90074,,,,,,,,,,,,,,,
贵州民族大学,贵州,第501组,481,110286,,,,,,,,,,,,,,,
长沙医学院,湖南,第501组,521,64123,,,,,,,,,,,,,,,
内江师范学院,四川,第501组,521,64210,,,,,,,,,,,,,,,
内江师范学院,四川,第502组,509,76844,,,,,,,,,,,,,,,
山西中医药大学,山西,第504组,521,64217,,,,,,,,,,,,,,,
山西中医药大学,山西,第502组,511,74670,,,,,,,,,,,,,,,
山西中医药大学,山西,第501组,504,82248,,,,,,,,,,,,,,,
山西中医药大学,山西,第505组,504,82664,,,,,,,,,,,,,,,
山西中医药大学,山西,第503组,502,85114,,,,,,,,,,,,,,,
湖南工程学院,湖南,第502组,521,64317,,,,,,,,,,,,,,,
湖南工程学院,湖南,第503组,512,73730,,,,,,,,,,,,,,,
湖南工程学院,湖南,第501组,507,78628,,,,,,,,,,,,,,,
重庆文理学院,重庆,第503组,521,64331,,,,,,,,,,,,,,,
重庆文理学院,重庆,第502组,512,73987,,,,,,,,,,,,,,,
重庆文理学院,重庆,第501组,471,122651,,,,,,,,,,,,,,,
沈阳师范大学,辽宁,第501组,521,64356,,,,,,,,,,,,,,,
沈阳师范大学,辽宁,第502组,516,69166,,,,,,,,,,,,,,,
长春工业大学,吉林,第502组,521,64563,,,,,,,,,,,,,,,
长春工业大学,吉林,第504组,519,65803,,,,,,,,,,,,,,,
长春工业大学,吉林,第505组,514,71230,,,,,,,,,,,,,,,
长春工业大学,吉林,第503组,512,73080,,,,,,,,,,,,,,,
长春工业大学,吉林,第501组,509,76588,,,,,,,,,,,,,,,
新疆第二医学院,新疆,第502组,520,64750,,,,,,,,,,,,,,,
新疆第二医学院,新疆,第501组,509,76262,,,,,,,,,,,,,,,
新疆第二医学院,新疆,第507组,507,78631,,,,,,,,,,,,,,,
新疆第二医学院,新疆,第503组,505,81333,,,,,,,,,,,,,,,
新疆第二医学院,新疆,第504组,497,90744,,,,,,,,,,,,,,,
新疆第二医学院,新疆,第506组,497,90888,,,,,,,,,,,,,,,
新疆第二医学院,新疆,第505组,483,108095,,,,,,,,,,,,,,,
沈阳大学,辽宁,第503组,520,64759,,,,,,,,,,,,,,,
沈阳大学,辽宁,第501组,514,71794,,,,,,,,,,,,,,,
沈阳大学,辽宁,第504组,508,78308,,,,,,,,,,,,,,,
沈阳大学,辽宁,第502组,488,101944,,,,,,,,,,,,,,,
肇庆学院,广东,第501组,520,64914,,,,,,,,,,,,,,,
云南农业大学,云南,第504组,520,64974,,,,,,,,,,,,,,,
云南农业大学,云南,第501组,514,71441,,,,,,,,,,,,,,,
云南农业大学,云南,第505组,490,98942,,,,,,,,,,,,,,,
云南农业大学,云南,第503组,489,100146,,,,,,,,,,,,,,,
攀枝花学院,四川,第501组,520,64980,,,,,,,,,,,,,,,
南宁师范大学,广西,第503组,520,65333,,,,,,,,,,,,,,,
南宁师范大学,广西,第502组,517,67699,,,,,,,,,,,,,,,
南宁师范大学,广西,第501组,517,68525,,,,,,,,,,,,,,,
泉州师范学院,福建,第504组,520,65560,,,,,,,,,,,,,,,
泉州师范学院,福建,第506组,517,68678,,,,,,,,,,,,,,,
泉州师范学院,福建,第505组,515,69830,,,,,,,,,,,,,,,
泉州师范学院,福建,第503组,508,78053,,,,,,,,,,,,,,,
泉州师范学院,福建,第502组,505,81668,,,,,,,,,,,,,,,
西安文理学院,陕西,第501组,519,65758,,,,,,,,,,,,,,,
西安文理学院,陕西,第503组,513,72799,,,,,,,,,,,,,,,
西安文理学院,陕西,第502组,503,83269,,,,,,,,,,,,,,,
西安文理学院,陕西,第504组,497,90402,,,,,,,,,,,,,,,
兰州财经大学,甘肃,第503组,519,66106,,,,,,,,,,,,,,,
兰州财经大学,甘肃,第504组,516,69481,,,,,,,,,,,,,,,
兰州财经大学,甘肃,第501组,514,71026,,,,,,,,,,,,,,,
兰州财经大学,甘肃,第502组,512,73997,,,,,,,,,,,,,,,
湖北第二师范学院,湖北,第503组,519,66176,,,,,,,,,,,,,,,
湖北第二师范学院,湖北,第502组,518,66807,,,,,,,,,,,,,,,
湖北第二师范学院,湖北,第504组,506,80271,,,,,,,,,,,,,,,
河南中医药大学,河南,第502组,519,66300,,,,,,,,,,,,,,,
河南中医药大学,河南,第501组,512,73952,,,,,,,,,,,,,,,
昆明学院,云南,第505组,519,66462,,,,,,,,,,,,,,,
昆明学院,云南,第501组,502,84259,,,,,,,,,,,,,,,
昆明学院,云南,第502组,502,85149,,,,,,,,,,,,,,,
昆明学院,云南,第504组,500,87406,,,,,,,,,,,,,,,
昆明学院,云南,第506组,497,90891,,,,,,,,,,,,,,,
昆明学院,云南,第507组,494,94251,,,,,,,,,,,,,,,
昆明学院,云南,第503组,491,97626,,,,,,,,,,,,,,,
山东农业大学,山东,第501组,519,66597,,,,,,,,,,,,,,,
北部湾大学,广西,第50C组,519,66610,,,,,,,,,,,,,,,
北部湾大学,广西,第50B组,511,74470,,,,,,,,,,,,,,,
北部湾大学,广西,第503组,507,78432,,,,,,,,,,,,,,,
北部湾大学,广西,第508组,507,79020,,,,,,,,,,,,,,,
北部湾大学,广西,第504组,506,80356,,,,,,,,,,,,,,,
北部湾大学,广西,第507组,504,82265,,,,,,,,,,,,,,,
北部湾大学,广西,第50A组,500,87119,,,,,,,,,,,,,,,
北部湾大学,广西,第509组,499,88797,,,,,,,,,,,,,,,
北部湾大学,广西,第506组,487,103150,,,,,,,,,,,,,,,
北部湾大学,广西,第505组,478,113628,,,,,,,,,,,,,,,
北部湾大学,广西,第502组,469,125253,,,,,,,,,,,,,,,
河北地质大学,河北,第501组,518,66716,,,,,,,,,,,,,,,
河北地质大学,河北,第502组,516,69238,,,,,,,,,,,,,,,
牡丹江医科大学,黑龙江,第505组,518,66849,,,,,,,,,,,,,,,
牡丹江医科大学,黑龙江,第502组,514,71829,,,,,,,,,,,,,,,
牡丹江医科大学,黑龙江,第501组,495,93014,,,,,,,,,,,,,,,
牡丹江医科大学,黑龙江,第504组,490,98789,,,,,,,,,,,,,,,
牡丹江医科大学,黑龙江,第506组,486,103370,,,,,,,,,,,,,,,
牡丹江医科大学,黑龙江,第507组,484,106336,,,,,,,,,,,,,,,
牡丹江医科大学,黑龙江,第503组,484,106461,,,,,,,,,,,,,,,
湖北工程学院,湖北,第502组,518,67248,,,,,,,,,,,,,,,
湖北工程学院,湖北,第501组,515,70196,,,,,,,,,,,,,,,
福建江夏学院,福建,第502组,518,67322,,,,,,,,,,,,,,,
福建江夏学院,福建,第501组,516,69008,,,,,,,,,,,,,,,
吉林师范大学,吉林,第505组,518,67572,,,,,,,,,,,,,,,
吉林师范大学,吉林,第501组,514,71395,,,,,,,,,,,,,,,
吉林师范大学,吉林,第502组,507,79297,,,,,,,,,,,,,,,
吉林师范大学,吉林,第504组,498,88986,,,,,,,,,,,,,,,
吉林师范大学,吉林,第503组,497,91265,,,,,,,,,,,,,,,
绍兴文理学院,浙江,第501组,517,67705,,,,,,,,,,,,,,,
聊城大学,山东,第501组,517,67706,,,,,,,,,,,,,,,
聊城大学,山东,第502组,507,79577,,,,,,,,,,,,,,,
洛阳理工学院,河南,第501组,517,67726,,,,,,,,,,,,,,,
湖南文理学院,湖南,第502组,517,67808,,,,,,,,,,,,,,,
湖南文理学院,湖南,第503组,498,89465,,,,,,,,,,,,,,,
湖南文理学院,湖南,第501组,490,99243,,,,,,,,,,,,,,,
济宁学院,山东,第501组,517,67892,,,,,,,,,,,,,,,
鲁东大学,山东,第501组,517,68005,,,,,,,,,,,,,,,
吉林警察学院,吉林,第501组,517,68172,,,,,,,,,,,,,,,
吉林警察学院,吉林,第502组,504,82691,,,,,,,,,,,,,,,
河北中医药大学,河北,第501组,517,68551,,,,,,,,,,,,,,,
盐城工学院,江苏,第502组,516,68759,,,,,,,,,,,,,,,
盐城工学院,江苏,第501组,512,73277,,,,,,,,,,,,,,,
武汉体育学院,湖北,第503组,516,69043,,,,,,,,,,,,,,,
武汉体育学院,湖北,第502组,514,71135,,,,,,,,,,,,,,,
武汉体育学院,湖北,第504组,511,74369,,,,,,,,,,,,,,,
武汉体育学院,湖北,第501组,503,83737,,,,,,,,,,,,,,,
淮阴工学院,江苏,第503组,516,69207,,,,,,,,,,,,,,,
淮阴工学院,江苏,第501组,508,77324,,,,,,,,,,,,,,,
杭州医学院,浙江,第501组,516,69222,,,,,,,,,,,,,,,
杭州医学院,浙江,第502组,509,76615,,,,,,,,,,,,,,,
河南财政金融学院,河南,第502组,516,69312,,,,,,,,,,,,,,,
河南财政金融学院,河南,第501组,508,78145,,,,,,,,,,,,,,,
湖北文理学院,湖北,第501组,516,69344,,,,,,,,,,,,,,,
淮阴师范学院,江苏,第501组,516,69403,,,,,,,,,,,,,,,
防灾科技学院,河北,第501组,516,69519,,,,,,,,,,,,,,,
防灾科技学院,河北,第503组,514,71398,,,,,,,,,,,,,,,
防灾科技学院,河北,第502组,510,75796,,,,,,,,,,,,,,,
河北农业大学,河北,第501组,515,69781,,,,,,,,,,,,,,,
河北农业大学,河北,第503组,514,71385,,,,,,,,,,,,,,,
河北农业大学,河北,第502组,509,76634,,,,,,,,,,,,,,,
贵州理工学院,贵州,第503组,515,69923,,,,,,,,,,,,,,,
贵州理工学院,贵州,第504组,505,81599,,,,,,,,,,,,,,,
贵州理工学院,贵州,第502组,504,82031,,,,,,,,,,,,,,,
贵州理工学院,贵州,第501组,496,92508,,,,,,,,,,,,,,,
重庆中医药学院,重庆,第501组(中医类),515,70090,,,,,,,,,,,,,,,
重庆中医药学院,重庆,第502组(中药类),505,81512,,,,,,,,,,,,,,,
衢州学院,浙江,第502组,515,70118,,,,,,,,,,,,,,,
衢州学院,浙江,第501组,506,80216,,,,,,,,,,,,,,,
川北医学院,四川,第501组,515,70165,,,,,,,,,,,,,,,
景德镇陶瓷大学,江西,第502组,515,70229,,,,,,,,,,,,,,,
景德镇陶瓷大学,江西,第503组,512,73867,,,,,,,,,,,,,,,
景德镇陶瓷大学,江西,第501组,507,79200,,,,,,,,,,,,,,,
景德镇陶瓷大学,江西,第504组(化学组),504,82590,,,,,,,,,,,,,,,
湖州学院,浙江,第501组,515,70297,,,,,,,,,,,,,,,
山西科技学院,山西,第501组,515,70455,,,,,,,,,,,,,,,
西南林业大学,云南,第504组,515,70558,,,,,,,,,,,,,,,
西南林业大学,云南,第502组,510,76167,,,,,,,,,,,,,,,
西南林业大学,云南,第503组,507,79361,,,,,,,,,,,,,,,
西南林业大学,云南,第501组,506,80096,,,,,,,,,,,,,,,
四川旅游学院,四川,第502组,515,70563,,,,,,,,,,,,,,,
四川旅游学院,四川,第505组,512,73167,,,,,,,,,,,,,,,
四川旅游学院,四川,第503组,505,81303,,,,,,,,,,,,,,,
四川旅游学院,四川,第501组,503,83977,,,,,,,,,,,,,,,
四川旅游学院,四川,第507组,496,91984,,,,,,,,,,,,,,,
四川旅游学院,四川,第504组,489,100460,,,,,,,,,,,,,,,
四川旅游学院,四川,第506组,478,113834,,,,,,,,,,,,,,,
江苏第二师范学院,江苏,第501组,515,70629,,,,,,,,,,,,,,,
广西财经学院,广西,第504组,515,70639,,,,,,,,,,,,,,,
广西财经学院,广西,第501组,510,75889,,,,,,,,,,,,,,,
广西财经学院,广西,第502组,492,96114,,,,,,,,,,,,,,,
广西财经学院,广西,第505组,489,100186,,,,,,,,,,,,,,,
河南工程学院,河南,第502组,515,70683,,,,,,,,,,,,,,,
河南工程学院,河南,第503组,509,76863,,,,,,,,,,,,,,,
河南工程学院,河南,第504组,505,81555,,,,,,,,,,,,,,,
河南工程学院,河南,第501组,499,88578,,,,,,,,,,,,,,,
安徽中医药大学,安徽,第501组,515,70690,,,,,,,,,,,,,,,
安徽中医药大学,安徽,第502组,512,73266,,,,,,,,,,,,,,,
南昌师范学院,江西,第504组,514,70888,,,,,,,,,,,,,,,
南昌师范学院,江西,第503组,508,77954,,,,,,,,,,,,,,,
南昌师范学院,江西,第502组,501,86115,,,,,,,,,,,,,,,
南昌师范学院,江西,第501组,494,94421,,,,,,,,,,,,,,,
成都东软学院,四川,第501组,514,70897,,,,,,,,,,,,,,,
合肥师范学院,安徽,第501组,514,70969,,,,,,,,,,,,,,,
合肥师范学院,安徽,第502组,512,73961,,,,,,,,,,,,,,,
合肥师范学院,安徽,第503组,503,83425,,,,,,,,,,,,,,,
韩山师范学院,广东,第502组,514,70983,,,,,,,,,,,,,,,
韩山师范学院,广东,第501组,484,106091,,,,,,,,,,,,,,,
山东交通学院,山东,第503组,514,71136,,,,,,,,,,,,,,,
山东交通学院,山东,第502组,514,71574,,,,,,,,,,,,,,,
湖南女子学院,湖南,第502组,514,71137,,,,,,,,,,,,,,,
湖南女子学院,湖南,第501组,471,122836,,,,,,,,,,,,,,,
安庆师范大学,安徽,第501组,514,71457,,,,,,,,,,,,,,,
安庆师范大学,安徽,第502组,500,87043,,,,,,,,,,,,,,,
吉林医药学院,吉林,第50E组,514,71478,,,,,,,,,,,,,,,
吉林医药学院,吉林,第507组,511,74699,,,,,,,,,,,,,,,
吉林医药学院,吉林,第50F组,508,77644,,,,,,,,,,,,,,,
吉林医药学院,吉林,第501组,505,81076,,,,,,,,,,,,,,,
吉林医药学院,吉林,第50H组,501,86014,,,,,,,,,,,,,,,
吉林医药学院,吉林,第506组,500,86815,,,,,,,,,,,,,,,
吉林医药学院,吉林,第502组,499,87688,,,,,,,,,,,,,,,
吉林医药学院,吉林,第504组,497,91284,,,,,,,,,,,,,,,
吉林医药学院,吉林,第505组,495,93397,,,,,,,,,,,,,,,
吉林医药学院,吉林,第50G组,494,93966,,,,,,,,,,,,,,,
吉林医药学院,吉林,第50B组,492,96709,,,,,,,,,,,,,,,
吉林医药学院,吉林,第50C组,492,97000,,,,,,,,,,,,,,,
吉林医药学院,吉林,第50D组,490,99342,,,,,,,,,,,,,,,
吉林医药学院,吉林,第503组,489,100819,,,,,,,,,,,,,,,
吉林医药学院,吉林,第509组,487,102570,,,,,,,,,,,,,,,
吉林医药学院,吉林,第508组,486,104445,,,,,,,,,,,,,,,
吉林医药学院,吉林,第50A组,481,110686,,,,,,,,,,,,,,,
吉林医药学院,吉林,第50J组,476,116020,,,,,,,,,,,,,,,
云南警官学院,云南,第501组,514,71550,,,,,,,,,,,,,,,
长治医学院,山西,第503组,514,71585,,,,,,,,,,,,,,,
长治医学院,山西,第504组,514,71763,,,,,,,,,,,,,,,
长治医学院,山西,第501组,510,75530,,,,,,,,,,,,,,,
长治医学院,山西,第502组,505,81066,,,,,,,,,,,,,,,
长治医学院,山西,第505组,494,94556,,,,,,,,,,,,,,,
安徽科技学院,安徽,第503组,514,71672,,,,,,,,,,,,,,,
安徽科技学院,安徽,第501组,501,86397,,,,,,,,,,,,,,,
安徽科技学院,安徽,第502组,493,95283,,,,,,,,,,,,,,,
惠州学院,广东,第501组,514,71677,,,,,,,,,,,,,,,
惠州学院,广东,第502组,511,74496,,,,,,,,,,,,,,,
桂林航天工业学院,广西,第502组,514,71786,,,,,,,,,,,,,,,
桂林航天工业学院,广西,第501组,508,77675,,,,,,,,,,,,,,,
桂林航天工业学院,广西,第503组,506,80671,,,,,,,,,,,,,,,
齐齐哈尔医学院,黑龙江,第502组,513,71875,,,,,,,,,,,,,,,
齐齐哈尔医学院,黑龙江,第501组,496,91713,,,,,,,,,,,,,,,
齐齐哈尔医学院,黑龙江,第503组,494,93855,,,,,,,,,,,,,,,
山东石油化工学院,山东,第505组,513,71940,,,,,,,,,,,,,,,
山东石油化工学院,山东,第506组,513,72324,,,,,,,,,,,,,,,
山东石油化工学院,山东,第501组,512,73544,,,,,,,,,,,,,,,
山东石油化工学院,山东,第507组,511,74132,,,,,,,,,,,,,,,
山东石油化工学院,山东,第502组,510,75360,,,,,,,,,,,,,,,
山东石油化工学院,山东,第508组,509,76482,,,,,,,,,,,,,,,
山东石油化工学院,山东,第503组,509,77021,,,,,,,,,,,,,,,
山东石油化工学院,山东,第504组,506,79947,,,,,,,,,,,,,,,
广西警察学院,广西,第501组,513,72194,,,,,,,,,,,,,,,
广西警察学院,广西,第502组,505,81152,,,,,,,,,,,,,,,
长春师范大学,吉林,第504组,513,72248,,,,,,,,,,,,,,,
长春师范大学,吉林,第501组,511,74379,,,,,,,,,,,,,,,
长春师范大学,吉林,第503组,505,81672,,,,,,,,,,,,,,,
长春师范大学,吉林,第502组,503,83335,,,,,,,,,,,,,,,
"郑州航空工业管理学
院",河南,第503组,513,72326,,,,,,,,,,,,,,,
"郑州航空工业管理学
院",河南,第501组,504,82070,,,,,,,,,,,,,,,
黑龙江科技大学,黑龙江,第502组,513,72732,,,,,,,,,,,,,,,
黑龙江科技大学,黑龙江,第501组,506,80009,,,,,,,,,,,,,,,
湖南科技学院,湖南,第501组,513,72741,,,,,,,,,,,,,,,
"天津中德应用技术大
学",天津,第502组,513,72836,,,,,,,,,,,,,,,
"天津中德应用技术大
学",天津,第501组,501,85583,,,,,,,,,,,,,,,
盐城师范学院,江苏,第501组,512,73179,,,,,,,,,,,,,,,
泰州学院,江苏,第501组,512,73313,,,,,,,,,,,,,,,
河北科技大学,河北,第502组,512,73428,,,,,,,,,,,,,,,
河北科技大学,河北,第501组,491,97513,,,,,,,,,,,,,,,
广西民族大学,广西,第502组,512,73524,,,,,,,,,,,,,,,
广西民族大学,广西,第503组,503,83232,,,,,,,,,,,,,,,
广西民族大学,广西,第501组,500,87121,,,,,,,,,,,,,,,
广西民族大学,广西,第504组,497,90709,,,,,,,,,,,,,,,
韶关学院,广东,第503组,511,74010,,,,,,,,,,,,,,,
韶关学院,广东,第506组,502,84638,,,,,,,,,,,,,,,
韶关学院,广东,第504组,498,89956,,,,,,,,,,,,,,,
韶关学院,广东,第507组,496,92296,,,,,,,,,,,,,,,
韶关学院,广东,第501组,494,93882,,,,,,,,,,,,,,,
韶关学院,广东,第508组,494,93883,,,,,,,,,,,,,,,
韶关学院,广东,第505组,490,98874,,,,,,,,,,,,,,,
韶关学院,广东,第502组,479,112829,,,,,,,,,,,,,,,
铜仁学院,贵州,第501组,511,74056,,,,,,,,,,,,,,,
吉林农业大学,吉林,第501组,511,74234,,,,,,,,,,,,,,,
吉林农业大学,吉林,第504组,508,77496,,,,,,,,,,,,,,,
吉林农业大学,吉林,第502组,507,79305,,,,,,,,,,,,,,,
吉林农业大学,吉林,第503组,497,91027,,,,,,,,,,,,,,,
南阳师范学院,河南,第506组,511,74244,,,,,,,,,,,,,,,
南阳师范学院,河南,第504组,498,89464,,,,,,,,,,,,,,,
南阳师范学院,河南,第501组,496,91457,,,,,,,,,,,,,,,
南阳师范学院,河南,第503组,495,93068,,,,,,,,,,,,,,,
南阳师范学院,河南,第505组,477,114578,,,,,,,,,,,,,,,
南阳师范学院,河南,第502组,465,130667,,,,,,,,,,,,,,,
德州学院,山东,第501组,511,74344,,,,,,,,,,,,,,,
天津农学院,天津,第502组,511,74442,,,,,,,,,,,,,,,
天津农学院,天津,第501组,506,79958,,,,,,,,,,,,,,,
遵义师范学院,贵州,第502组,511,74465,,,,,,,,,,,,,,,
遵义师范学院,贵州,第501组,510,75959,,,,,,,,,,,,,,,
遵义师范学院,贵州,第503组,509,77138,,,,,,,,,,,,,,,
遵义师范学院,贵州,第504组,504,82987,,,,,,,,,,,,,,,
南阳理工学院,河南,第507组,511,74513,,,,,,,,,,,,,,,
南阳理工学院,河南,第506组,510,76037,,,,,,,,,,,,,,,
南阳理工学院,河南,第50B组,505,80754,,,,,,,,,,,,,,,
南阳理工学院,河南,第505组,500,86967,,,,,,,,,,,,,,,
南阳理工学院,河南,第50C组,497,90703,,,,,,,,,,,,,,,
南阳理工学院,河南,第501组,496,91404,,,,,,,,,,,,,,,
南阳理工学院,河南,第508组,495,92589,,,,,,,,,,,,,,,
南阳理工学院,河南,第509组,495,92849,,,,,,,,,,,,,,,
南阳理工学院,河南,第502组,493,95632,,,,,,,,,,,,,,,
南阳理工学院,河南,第50A组,492,96255,,,,,,,,,,,,,,,
南阳理工学院,河南,第503组,481,109582,,,,,,,,,,,,,,,
南阳理工学院,河南,第504组,450,147788,,,,,,,,,,,,,,,
湖北民族大学,湖北,第501组,511,74654,,,,,,,,,,,,,,,
湖北民族大学,湖北,第502组,503,83270,,,,,,,,,,,,,,,
青海师范大学,青海,第503组,511,74735,,,,,,,,,,,,,,,
青海师范大学,青海,第502组,498,90007,,,,,,,,,,,,,,,
青海师范大学,青海,第501组,490,98881,,,,,,,,,,,,,,,
华北科技学院,河北,第501组,511,74815,,,,,,,,,,,,,,,
华北科技学院,河北,第502组,494,94129,,,,,,,,,,,,,,,
辽宁石油化工大学,辽宁,第501组,511,75064,,,,,,,,,,,,,,,
西安航空学院,陕西,第503组,510,75259,,,,,,,,,,,,,,,
西安航空学院,陕西,第502组,501,86091,,,,,,,,,,,,,,,
潍坊学院,山东,第502组,510,75284,,,,,,,,,,,,,,,
潍坊学院,山东,第501组,500,87446,,,,,,,,,,,,,,,
潍坊学院,山东,第503组,492,96794,,,,,,,,,,,,,,,
黄冈师范学院,湖北,第501组,510,75574,,,,,,,,,,,,,,,
大连民族大学,辽宁,第502组,510,75744,,,,,,,,,,,,,,,
大连民族大学,辽宁,第501组,505,81253,,,,,,,,,,,,,,,
甘肃医学院,甘肃,第501组,510,75878,,,,,,,,,,,,,,,
甘肃医学院,甘肃,第502组,497,90674,,,,,,,,,,,,,,,
安阳师范学院,河南,第501组,510,75942,,,,,,,,,,,,,,,
湖南城市学院,湖南,第501组,509,76470,,,,,,,,,,,,,,,
齐齐哈尔大学,黑龙江,第502组,509,76531,,,,,,,,,,,,,,,
齐齐哈尔大学,黑龙江,第501组,495,93238,,,,,,,,,,,,,,,
齐齐哈尔大学,黑龙江,第503组,490,98782,,,,,,,,,,,,,,,
"天津职业技术师范大
学",天津,第502组,509,76785,,,,,,,,,,,,,,,
"天津职业技术师范大
学",天津,第501组,503,83855,,,,,,,,,,,,,,,
贵阳学院,贵州,第502组,509,77059,,,,,,,,,,,,,,,
贵阳学院,贵州,第501组,506,79811,,,,,,,,,,,,,,,
北华大学,吉林,第502组,509,77063,,,,,,,,,,,,,,,
北华大学,吉林,第501组,506,80042,,,,,,,,,,,,,,,
北华大学,吉林,第503组,485,105512,,,,,,,,,,,,,,,
河北建筑工程学院,河北,第501组,509,77175,,,,,,,,,,,,,,,
河北建筑工程学院,河北,第502组,504,82653,,,,,,,,,,,,,,,
营口理工学院,辽宁,第508组,509,77260,,,,,,,,,,,,,,,
营口理工学院,辽宁,第509组,504,82869,,,,,,,,,,,,,,,
营口理工学院,辽宁,第503组,503,83971,,,,,,,,,,,,,,,
营口理工学院,辽宁,第504组,500,87268,,,,,,,,,,,,,,,
营口理工学院,辽宁,第50B组,496,91451,,,,,,,,,,,,,,,
营口理工学院,辽宁,第507组,495,92767,,,,,,,,,,,,,,,
营口理工学院,辽宁,第505组,495,93172,,,,,,,,,,,,,,,
营口理工学院,辽宁,第506组,493,95088,,,,,,,,,,,,,,,
营口理工学院,辽宁,第50A组,492,96272,,,,,,,,,,,,,,,
营口理工学院,辽宁,第501组,492,96695,,,,,,,,,,,,,,,
营口理工学院,辽宁,第50C组,487,102616,,,,,,,,,,,,,,,
营口理工学院,辽宁,第502组,484,106186,,,,,,,,,,,,,,,
衡水学院,河北,第501组,508,77431,,,,,,,,,,,,,,,
福建商学院,福建,第502组,508,77443,,,,,,,,,,,,,,,
福建商学院,福建,第501组,505,81091,,,,,,,,,,,,,,,
莆田学院,福建,第503组,508,77804,,,,,,,,,,,,,,,
莆田学院,福建,第501组,504,82371,,,,,,,,,,,,,,,
莆田学院,福建,第502组,450,147209,,,,,,,,,,,,,,,
宿迁学院,江苏,第503组,508,77936,,,,,,,,,,,,,,,
宿迁学院,江苏,第502组,502,84742,,,,,,,,,,,,,,,
宿迁学院,江苏,第501组,502,84884,,,,,,,,,,,,,,,
湖北科技学院,湖北,第502组,508,77966,,,,,,,,,,,,,,,
湖北科技学院,湖北,第501组,503,83357,,,,,,,,,,,,,,,
新疆师范大学,新疆,第501组,508,78151,,,,,,,,,,,,,,,
新疆师范大学,新疆,第502组,504,82190,,,,,,,,,,,,,,,
新疆师范大学,新疆,第503组,483,107406,,,,,,,,,,,,,,,
宜春学院,江西,第506组,508,78236,,,,,,,,,,,,,,,
宜春学院,江西,第503组,495,92634,,,,,,,,,,,,,,,
宜春学院,江西,第502组,495,92695,,,,,,,,,,,,,,,
宜春学院,江西,第504组,495,93381,,,,,,,,,,,,,,,
宜春学院,江西,第501组,491,97719,,,,,,,,,,,,,,,
宜春学院,江西,第505组,486,104103,,,,,,,,,,,,,,,
长江师范学院,重庆,第502组,508,78368,,,,,,,,,,,,,,,
长江师范学院,重庆,第501组,506,79670,,,,,,,,,,,,,,,
青岛农业大学,山东,第501组,507,78493,,,,,,,,,,,,,,,
邵阳学院,湖南,第502组,507,78635,,,,,,,,,,,,,,,
邵阳学院,湖南,第501组,504,82362,,,,,,,,,,,,,,,
山东管理学院,山东,第501组,507,79033,,,,,,,,,,,,,,,
"天津医科大学临床医
学院",天津,第504组,507,79102,,,,,,,,,,,,,,,
"天津医科大学临床医
学院",天津,第501组,484,106680,,,,,,,,,,,,,,,
"天津医科大学临床医
学院",天津,第502组,480,111251,,,,,,,,,,,,,,,
"天津医科大学临床医
学院",天津,第503组,478,113479,,,,,,,,,,,,,,,
嘉应学院,广东,第504组,507,79553,,,,,,,,,,,,,,,
嘉应学院,广东,第501组,506,79587,,,,,,,,,,,,,,,
嘉应学院,广东,第503组,503,83087,,,,,,,,,,,,,,,
嘉应学院,广东,第502组,498,89561,,,,,,,,,,,,,,,
"昆明医科大学海源学
院",云南,第502组,506,79644,,,,,,,,,,,,,,,
"昆明医科大学海源学
院",云南,第501组,500,87633,,,,,,,,,,,,,,,
"昆明医科大学海源学
院",云南,第503组,495,93530,,,,,,,,,,,,,,,
河南城建学院,河南,第502组,506,79694,,,,,,,,,,,,,,,
河南城建学院,河南,第501组,501,85901,,,,,,,,,,,,,,,
北方民族大学,宁夏,第503组,506,79806,,,,,,,,,,,,,,,
