序号,院校名称,学校标识码,主管部门,所在地,层次,省市,性质,研究生,共建方,城市级,考研,推免,深造,国内升学,出国,行业隶属,顶尖专业,特色专业,官网,可点击链接
1313,吉安职业技术学院,4136014504,江西省,吉安市,专科,江西,公办,,,四线,,,,,,,,,http://www.japt.com.cn/,http://www.japt.com.cn/
1314,江西洪州职业学院,4136014505,江西省教育厅,宜春市,专科,江西,民办,,,三线,,,,,,,,,http://www.jxhzxy.com/,http://www.jxhzxy.com/
1315,江西师范高等专科学校,4136014537,江西省       ,鹰潭市,专科,江西,公办,,,五线,,,,,,,,,http://www.jxsfgz.com/,http://www.jxsfgz.com/
1316,南昌影视传播职业学院,4136014544,江西省教育厅,南昌市,专科,江西,民办,,,二线,,,,,,,,,http://www.ncyscb.com/,http://www.ncyscb.com/
1317,赣南卫生健康职业学院,4136014569,江西省,赣州市,专科,江西,公办,,,三线,,,,,,,,,http://www.gnhvc.cn/,http://www.gnhvc.cn/
1318,萍乡卫生职业学院,4136014656,江西省,萍乡市,专科,江西,公办,,,五线,,,,,,,,,,
1319,江西婺源茶业职业学院,4136014657,江西省,上饶市,专科,江西,公办,,,三线,,,,,,,,,http://www.jxtvc.com/,http://www.jxtvc.com/
1320,赣州职业技术学院,4136014665,江西省,赣州市,专科,江西,公办,,,三线,,,,,,,,,,
1321,南昌健康职业技术学院,4136014705,江西省,南昌市,专科,江西,公办,,,二线,,,,,,,,,,
1322,九江理工职业学院,4136014706,江西省教育厅,九江市,专科,江西,民办,,,三线,,,,,,,,,,
1323,和君职业学院,4136014748,江西省教育厅,赣州市,专科,江西,民办,,,三线,,,,,,,,,,
1324,山东大学,4137010422,教育部,济南市,本科,山东,985/211,研院/推免,教育部、山东省、国家国防科技工业局,二线,38.42,25.4,48.12%,40.99%,7.13%,卫生部,对外汉语、无机非金属材料工程、机械设计制造及其自动化,,https://www.sdu.edu.cn/,https://www.sdu.edu.cn/
1325,中国海洋大学,4137010423,教育部,青岛市,本科,山东,985/211,推免,教育部、自然资源部、山东省、青岛市,新一线,35.12,20.4,47.53%,41.64%,5.89%,,海洋科学、海洋技术、水产养殖学、海洋渔业科学与技术,,https://www.ouc.edu.cn/,https://www.ouc.edu.cn/
1326,山东科技大学,4137010424,山东省,青岛市,本科,山东,共建,推免,应急管理部、山东省,新一线,25.54,4.7,37.24%,34.89%,2.35%,煤炭部,,采矿工程、安全工程、测绘工程、自动化、土木工程,https://www.sdust.edu.cn/,https://www.sdust.edu.cn/
1327,中国石油大学(华东),4137010425,教育部,青岛市,本科,山东,211,研院/推免,,新一线,38.36,18,46.51%,40.26%,6.25%,石油部,,,http://www.upc.edu.cn/,http://www.upc.edu.cn/
1328,青岛科技大学,4137010426,山东省,青岛市,本科,山东,公办,推免,,新一线,25.5,3.5,32.21%,28.10%,4.11%,化工部,,化学工程与工艺、高分子材料与工程,https://www.qust.edu.cn/,https://www.qust.edu.cn/
1329,济南大学,4137010427,山东省,济南市,本科,山东,共建,推免,山东省、教育部,二线,21.68,2.2,27.27%,24.93%,2.34%,中国建筑工程总公司,,临床医学、计算机科学与技术,https://www.ujn.edu.cn/,https://www.ujn.edu.cn/
1330,青岛理工大学,4137010429,山东省,青岛市,本科,山东,公办,推免,,新一线,15.44,2,18.72%,16.43%,2.29%,冶金部,,土木工程、机械设计制造及其自动化,http://www.qtech.edu.cn/,http://www.qtech.edu.cn/
1331,山东建筑大学,4137010430,山东省,济南市,本科,山东,共建,推免,住房和城乡建设部、山东省,二线,13.66,1.4,21.35%,18.89%,2.46%,,,建筑学、电气工程与自动化,https://www.sdjzu.edu.cn/,https://www.sdjzu.edu.cn/
1332,齐鲁工业大学,4137010431,山东省,济南市,本科,山东,公办,,,二线,17.32,,,,,,,,http://www.qlu.edu.cn/,http://www.qlu.edu.cn/
1333,山东理工大学,4137010433,山东省,淄博市,本科,山东,共建,推免,山东省、国防科技工业局,三线,21.13,1.5,27.51%,,,,,农业机械化及其自动化、车辆工程、机械设计制造及其自动化,https://www.sdut.edu.cn/,https://www.sdut.edu.cn/
1334,山东农业大学,4137010434,山东省,泰安市,本科,山东,共建,推免,农业农村部、山东省,三线,36.49,5.2,40.90%,36.49%,4.41%,,,农学、动物科学、园艺、植物科学与技术,http://www.sdau.edu.cn/,http://www.sdau.edu.cn/
1335,青岛农业大学,4137010435,山东省,青岛市,本科,山东,公办,,,新一线,18.84,,32.96%,32.34%,0.62%,,,植物保护、食品科学与工程,https://www.qau.edu.cn/,https://www.qau.edu.cn/
1336,潍坊医学院,4137010438,山东省,潍坊市,本科,山东,公办,,,三线,20.33,,25.81%,25.59%,0.22%,,,临床医学、公共事业管理,http://www.wfmc.edu.cn/,http://www.wfmc.edu.cn/
1337,山东第一医科大学,4137010439,山东省,济南市,本科,山东,公办,,,二线,20.04,,26.68%,26.19%,0.49%,,,,http://www.sdfmu.edu.cn/,http://www.sdfmu.edu.cn/
1338,滨州医学院,4137010440,山东省,滨州市,本科,山东,公办,,,四线,21.41,,31.98%,,,,,临床医学,https://www.bzmc.edu.cn/,https://www.bzmc.edu.cn/
1339,山东中医药大学,4137010441,山东省,济南市,本科,山东,共建,推免,国家中医药管理局、山东省,二线,18.57,3.5,23.30%,22.79%,0.51%,,,中医学、中药学、针灸推拿学,https://www.sdutcm.edu.cn/,https://www.sdutcm.edu.cn/
1340,济宁医学院,4137010443,山东省,济宁市,本科,山东,公办,,,三线,21.46,,32.72%,32.56%,0.16%,,,预防医学,https://www.jnmc.edu.cn/,https://www.jnmc.edu.cn/
1341,山东师范大学,4137010445,山东省,济南市,本科,山东,共建,推免,山东省、教育部,二线,26.02,5.1,31.36%,29.19%,2.17%,,,教育学、生物科学、物理学、汉语言文学,http://www.sdnu.edu.cn/,http://www.sdnu.edu.cn/
1342,曲阜师范大学,4137010446,山东省,济宁市,本科,山东,公办,推免,,三线,26.86,3.8,32.22%,,,,,汉语言文学、物理学、数学与应用数学、体育教育、教育学、历史学,https://www.qfnu.edu.cn/,https://www.qfnu.edu.cn/
1343,聊城大学,4137010447,山东省,聊城市,本科,山东,公办,推免,,四线,21.18,1.6,28.46%,,,,,化学、思想政治教育,http://www.lcu.edu.cn/,http://www.lcu.edu.cn/
1344,德州学院,4137010448,山东省,德州市,本科,山东,公办,,,四线,13.58,,22.09%,19.45%,2.64%,,,,http://www.dzu.edu.cn/,http://www.dzu.edu.cn/
1345,滨州学院,4137010449,山东省,滨州市,本科,山东,公办,,,四线,22.66,,24.53%,,,,,,https://www.bzu.edu.cn/,https://www.bzu.edu.cn/
1346,鲁东大学,4137010451,山东省,烟台市,本科,山东,公办,,,二线,20.46,,27.06%,24.45%,2.61%,,,生物科学、汉语言,http://www.ldu.edu.cn/,http://www.ldu.edu.cn/
1347,临沂大学,4137010452,山东省,临沂市,本科,山东,公办,,,三线,17.39,,20.38%,,,,,,https://www.lyu.edu.cn/,https://www.lyu.edu.cn/
1348,泰山学院,4137010453,山东省,泰安市,本科,山东,公办,,,三线,14.72,,17.09%,16.89%,0.20%,,,,https://www.tsu.edu.cn/,https://www.tsu.edu.cn/
1349,济宁学院,4137010454,山东省,济宁市,本科,山东,公办,,,三线,19,,15.13%,,,,,,https://www.jnxy.edu.cn/,https://www.jnxy.edu.cn/
1350,菏泽学院,4137010455,山东省,菏泽市,本科,山东,公办,,,三线,9.12,,15.02%,14.84%,0.18%,,,,http://www.hezeu.edu.cn/,http://www.hezeu.edu.cn/
1351,山东财经大学,4137010456,山东省,济南市,本科,山东,共建,推免,山东省、教育部、财政部,二线,15.16,1.7,21.38%,15.16%,6.22%,财政部,,,https://www.sdufe.edu.cn/,https://www.sdufe.edu.cn/
1352,山东体育学院,4137010457,山东省,济南市,本科,山东,公办,,,二线,6.56,,6.95%,,,,,,https://www.sdpei.edu.cn/,https://www.sdpei.edu.cn/
1353,山东艺术学院,4137010458,山东省,济南市,本科,山东,共建,推免,文化和旅游部、山东省,二线,9.27,3.1,16.10%,10.66%,5.44%,,,绘画,https://www.sdca.edu.cn/,https://www.sdca.edu.cn/
1354,齐鲁医药学院,4137010825,山东省教育厅,淄博市,本科,山东,民办,,,三线,4.42,,,,,,,,http://www.qlmu.edu.cn/,http://www.qlmu.edu.cn/
1355,青岛滨海学院,4137010868,山东省教育厅,青岛市,本科,山东,民办,,,新一线,5.02,,,,,,,,http://www.qdbhu.edu.cn/,http://www.qdbhu.edu.cn/
1356,枣庄学院,4137010904,山东省,枣庄市,本科,山东,公办,,,四线,14.38,,19.42%,,,,,,http://www.uzz.edu.cn/,http://www.uzz.edu.cn/
1357,山东工艺美术学院,4137010908,山东省,济南市,本科,山东,公办,,,二线,6.75,,10.49%,,,,,艺术设计、动画,https://www.sdada.edu.cn/,https://www.sdada.edu.cn/
1358,青岛大学,4137011065,山东省,青岛市,本科,山东,公办,推免,,新一线,23.8,4.5,30.10%,26.11%,3.99%,,,朝鲜语、自动化、纺织工程、临床医学,https://www.qdu.edu.cn/,https://www.qdu.edu.cn/
1359,烟台大学,4137011066,山东省,烟台市,本科,山东,公办,,,二线,2.77,,25.58%,,,,,应用物理学,https://www.ytu.edu.cn/,https://www.ytu.edu.cn/
1360,潍坊学院,4137011067,山东省,潍坊市,本科,山东,公办,,,三线,9.29,,11.88%,,,,,,https://www.wfu.edu.cn/,https://www.wfu.edu.cn/
1361,山东警察学院,4137011324,山东省,济南市,本科,山东,公办,,,二线,4.38,,6.00%,,,,,,http://www.sdpc.edu.cn/,http://www.sdpc.edu.cn/
1362,山东交通学院,4137011510,山东省,济南市,本科,山东,共建,,交通运输部、山东省,二线,9.61,,14.59%,,,交通部,,,https://www.sdjtu.edu.cn/,https://www.sdjtu.edu.cn/
1363,山东工商学院,4137011688,山东省,烟台市,本科,山东,公办,,,二线,11.01,,16.40%,13.60%,2.80%,煤炭部,,,https://www.sdtbu.edu.cn/,https://www.sdtbu.edu.cn/
1364,山东女子学院,4137012331,山东省,济南市,本科,山东,公办,,,二线,12.08,,8.86%,8.11%,0.75%,,,,https://www.sdwu.edu.cn/,https://www.sdwu.edu.cn/
1365,烟台南山学院,4137012332,山东省教育厅,烟台市,本科,山东,民办,,,二线,7.02,,12.66%,,,,,,https://www.nanshan.edu.cn/,https://www.nanshan.edu.cn/
1366,潍坊科技学院,4137012843,山东省教育厅,潍坊市,本科,山东,民办,,,三线,17.5,,18.38%,18.16%,0.22%,,,,http://www.wfust.edu.cn/,http://www.wfust.edu.cn/
1367,山东英才学院,4137013006,山东省教育厅,济南市,本科,山东,民办,,,二线,2.83,,2.94%,,,,,,http://www.ycxy.com/,http://www.ycxy.com/
1368,青岛恒星科技学院,4137013015,山东省教育厅,青岛市,本科,山东,民办,,,新一线,0.54,,4.72%,,,,,,http://www.hx.cn/,http://www.hx.cn/
1369,青岛黄海学院,4137013320,山东省教育厅,青岛市,本科,山东,民办,,,新一线,2.54,,5.63%,5.49%,0.14%,,,,http://www.qdhhc.edu.cn/,http://www.qdhhc.edu.cn/
1370,山东现代学院,4137013322,山东省教育厅,济南市,本科,山东,民办,,,二线,,,6.10%,,,,,,http://www.sdxd.edu.cn/,http://www.sdxd.edu.cn/
1371,山东协和学院,4137013324,山东省教育厅,济南市,本科,山东,民办,,,二线,1.24,,4.27%,4.05%,0.22%,,,,https://www.sdxiehe.edu.cn/home/,https://www.sdxiehe.edu.cn/home/
1372,山东工程职业技术大学,4137013356,山东省教育厅,济南市,本科,山东,民办,,,二线,,,,,,,,,https://www.suet.edu.cn/,https://www.suet.edu.cn/
1373,烟台理工学院,4137013359,山东省教育厅,烟台市,本科,山东,民办,,,二线,8.6,,11.48%,10.80%,0.68%,,,,http://www.yitsd.edu.cn/,http://www.yitsd.edu.cn/
1374,聊城大学东昌学院,4137013373,山东省教育厅,聊城市,本科,山东,民办,,,四线,5.16,,7.80%,,,,,,http://www.lcudcc.edu.cn/,http://www.lcudcc.edu.cn/
1375,青岛城市学院,4137013378,山东省教育厅,青岛市,本科,山东,民办,,,新一线,4.29,,5.85%,5.42%,0.42%,,,,https://www.qdc.edu.cn/,https://www.qdc.edu.cn/
1376,潍坊理工学院,4137013379,山东省教育厅,潍坊市,本科,山东,民办,,,三线,23.96,,11.70%,,,,,,http://www.wfit.edu.cn/,http://www.wfit.edu.cn/
1377,山东财经大学燕山学院,4137013383,山东省教育厅,济南市,本科,山东,民办,,,二线,1.4,,5.01%,,,,,,https://ys.sdufe.edu.cn/,https://ys.sdufe.edu.cn/
1378,山东石油化工学院,4137013386,山东省,东营市,本科,山东,公办,,,四线,10.56,,9.23%,9.00%,0.23%,石油部,,,https://zs.slcupc.edu.cn/,https://zs.slcupc.edu.cn/
1379,山东外国语职业技术大学,4137013387,山东省教育厅,日照市,本科,山东,民办,,,四线,0.79,,,,,,,,http://www.swut.cn/,http://www.swut.cn/
1380,泰山科技学院,4137013624,山东省教育厅,泰安市,本科,山东,民办,,,三线,9.7,,12.96%,,,,,,https://www.tskjxy.com.cn/,https://www.tskjxy.com.cn/
1381,山东华宇工学院,4137013857,山东省教育厅,德州市,本科,山东,民办,,,四线,3.4,,9.15%,,,,,,http://www.huayu.edu.cn/,http://www.huayu.edu.cn/
1382,山东外事职业大学,4137013874,山东省教育厅,威海市,本科,山东,民办,,,三线,,,,,,,,,http://www.sdws.edu.cn/,http://www.sdws.edu.cn/
1383,青岛工学院,4137013995,山东省教育厅,青岛市,本科,山东,民办,,,新一线,3.7,,6.77%,,,,,,http://www.qit.edu.cn/,http://www.qit.edu.cn/
1384,青岛农业大学海都学院,4137013997,山东省教育厅,烟台市,本科,山东,民办,,,二线,8.25,,,,,,,,http://www.hdxy.edu.cn/,http://www.hdxy.edu.cn/
1385,齐鲁理工学院,4137013998,山东省教育厅,济南市,本科,山东,民办,,,二线,5.29,,6.52%,,,,,,https://www.qlit.edu.cn/,https://www.qlit.edu.cn/
1386,山东财经大学东方学院,4137013999,山东省教育厅,泰安市,本科,山东,民办,,,三线,6.66,,3.60%,,,,,,http://www.sdor.cn/,http://www.sdor.cn/
1387,烟台科技学院,4137014002,山东省教育厅,烟台市,本科,山东,民办,,,二线,3.9,,9.16%,,,,,,http://ujnpl.fanya.chaoxing.com/portal,http://ujnpl.fanya.chaoxing.com/portal
1388,山东政法学院,4137014100,山东省,济南市,本科,山东,公办,,,二线,11.73,,10.17%,,,,,,https://www.sdupsl.edu.cn/,https://www.sdupsl.edu.cn/
1389,齐鲁师范学院,4137014276,山东省,济南市,本科,山东,公办,,,二线,11.37,,21.01%,,,,,,http://www.qlnu.edu.cn/,http://www.qlnu.edu.cn/
1390,山东青年政治学院,4137014277,山东省,济南市,本科,山东,公办,,,二线,12.32,,8.00%,,,,,,http://www.sdyu.edu.cn/,http://www.sdyu.edu.cn/
1391,青岛电影学院,4137014327,山东省教育厅,青岛市,本科,山东,民办,,,新一线,0.52,,8.00%,,,,,,https://gaokao.chsi.com.cn/sch/schoolInfoMain--schId-170451763.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfoMain--schId-170451763.dhtml
1392,山东管理学院,4137014438,山东省,济南市,本科,山东,公办,,,二线,15.56,,12.06%,,,,,,https://www.sdmu.edu.cn/,https://www.sdmu.edu.cn/
